                 * /home/kanish/sky130pdk-based-mux/mux/mux.cir
                 Transient Analysis  Sat Oct 22 05:14:04  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
93	9.729261e-03	-5.00600e-13	-5.86387e-05	
94	1.002926e-02	5.006004e-13	-5.86387e-05	
95	1.020000e-02	-5.00600e-13	-5.86387e-05	
96	1.021000e-02	4.396847e-10	-4.05842e-05	
97	1.023000e-02	4.020789e-10	-2.04292e-05	
98	1.027000e-02	3.413344e-10	-1.80743e-06	
99	1.030000e-02	3.891090e-10	5.554664e-10	
100	1.030428e-02	-2.00811e-14	-7.22584e-12	
101	1.031284e-02	1.940059e-14	-7.34744e-12	
102	1.032996e-02	-1.94006e-14	-7.22743e-12	
103	1.036421e-02	1.939997e-14	-7.34741e-12	
104	1.043269e-02	-1.93997e-14	-7.22744e-12	
105	1.056966e-02	1.939950e-14	-7.34744e-12	
106	1.084361e-02	-1.93994e-14	-7.22744e-12	
107	1.114361e-02	1.939936e-14	-7.34745e-12	
108	1.144361e-02	-1.93993e-14	-7.22742e-12	
109	1.174361e-02	1.939921e-14	-7.34745e-12	
110	1.204361e-02	-1.93991e-14	-7.22741e-12	
111	1.210000e-02	1.939877e-14	-7.34746e-12	
112	1.210764e-02	-2.93135e-10	8.327621e-11	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
113	1.212291e-02	-4.26900e-10	-1.35319e-07	
114	1.215346e-02	-3.24024e-10	-1.89440e-05	
115	1.218026e-02	-4.88082e-10	-2.78510e-05	
116	1.220000e-02	-3.78000e-10	-5.86152e-05	
117	1.220259e-02	-4.93467e-13	-5.86387e-05	
118	1.220778e-02	4.975004e-13	-5.86385e-05	
119	1.221815e-02	-5.00600e-13	-5.86387e-05	
120	1.223889e-02	5.006001e-13	-5.86387e-05	
121	1.228037e-02	-5.00600e-13	-5.86387e-05	
122	1.236333e-02	5.006003e-13	-5.86387e-05	
123	1.252926e-02	-5.00600e-13	-5.86387e-05	
124	1.282926e-02	5.006004e-13	-5.86387e-05	
125	1.312926e-02	-5.00600e-13	-5.86387e-05	
126	1.342926e-02	5.006004e-13	-5.86387e-05	
127	1.372926e-02	-5.00600e-13	-5.86387e-05	
128	1.402926e-02	5.006004e-13	-5.86387e-05	
129	1.420000e-02	-5.00600e-13	-5.86387e-05	
130	1.421000e-02	4.396847e-10	-4.05842e-05	
131	1.423000e-02	4.020789e-10	-2.04292e-05	
132	1.427000e-02	3.413344e-10	-1.80743e-06	
133	1.430000e-02	3.891090e-10	5.554664e-10	
134	1.430428e-02	-2.00811e-14	-7.22584e-12	
135	1.431284e-02	1.940059e-14	-7.34744e-12	
136	1.432996e-02	-1.94006e-14	-7.22743e-12	
137	1.436421e-02	1.939997e-14	-7.34741e-12	
138	1.443269e-02	-1.93997e-14	-7.22744e-12	
139	1.456966e-02	1.939950e-14	-7.34744e-12	
140	1.484361e-02	-1.93994e-14	-7.22744e-12	
141	1.500000e-02	1.939929e-14	-7.34745e-12	
